"Hash","LongName","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of Bugs"
"c4fbc0642de213774c479b3fb61d5f05abc8fc62","io.netty.handler.codec.ByteToMessageCodec","0","0","0","0","0","0","0","0","2","1","1","14","10","5","4","13","27","0.25","0.409524","43","43","2","6","0.34127","43","4","6","3","3","1","62","114","4","0","3","0","14","0","7","0","32","20","0","25","0","83","138","15","0","3","0","19","0","9","0","86","25","2","60","3","0","0","0","14","10","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","1"
"2fd42cfc6b32dacb812c6f2ecef8522cd94718d4","io.netty.handler.codec.http2.DefaultHttp2HeadersDecoder","0","0","0","0","0","0","0","0","2","1","1","14","12","6","12","11","23","0.166667","0.307692","28","25","2","10","0.307692","28","1","2","0","0","2","63","104","5","0","5","0","12","0","11","0","12","19","0","11","0","63","104","5","0","5","0","12","0","11","0","12","19","0","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20d818ccec9670bea362273be44e1a4c486bcdbe","io.netty.handler.codec.http.DefaultHttpRequest","0","0","0","0","0","0","0","0","2","1","1","14","5","8","31","3","13","0.272727","0.227848","18","18","3","8","0.227848","18","4","6","1","1","2","61","87","5","4","2","2","10","0","10","3","19","23","0","16","4","61","87","5","4","2","2","10","0","10","3","19","23","0","16","4","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","0","0","0"
"39250873ae7c3d8c1017db11b1f715838f2688f3","io.netty.channel.embedded.EmbeddedByteChannel","0","0","0","0","0","0","0","0","2","1","1","14","8","26","50","16","25","0","0","0","0","0","9","0","0","4","7","0","0","1","50","60","32","0","1","0","9","0","8","0","74","22","0","53","0","50","60","32","0","1","0","9","0","8","0","74","22","0","53","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"e59ac8e79b14aaf5ac9899234d0aa8b82a4e00ce","io.netty.channel.embedded.EmbeddedByteChannel","0","0","0","0","0","0","0","0","2","1","1","14","8","26","50","18","27","0","0","0","0","0","9","0","0","4","7","0","0","1","55","65","33","0","1","0","9","0","8","0","77","27","0","54","0","55","65","33","0","1","0","9","0","8","0","77","27","0","54","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"63a02fc04e6ce45aee38b0437ae0279880e5fe40","io.netty.handler.codec.dns.DnsRecordType","0","0","0","0","0","0","0","0","2","1","1","15","0","11","12","0","10","0.3","0.634675","205","205","3","7","0.634675","205","0","0","0","0","0","118","377","46","0","46","0","10","40","9","0","10","22","40","9","0","118","377","46","0","46","0","10","40","9","0","10","22","40","9","0","0","0","0","0","6","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9aac6dac2e934c7fdcca234607afbd2595b4aebe","io.netty.handler.codec.ByteToMessageCodec","0","0","0","0","0","0","0","0","2","1","1","15","10","5","4","14","28","0.25","0.412844","45","43","2","6","0.346154","45","4","6","3","3","1","64","118","4","0","3","0","14","0","7","0","32","21","0","25","0","85","142","15","0","3","0","19","0","9","0","86","26","2","60","3","0","0","0","14","10","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
"fd2e142e745b8e99983d74c71a0fd3574449e188","io.netty.handler.codec.ByteToMessageCodec","0","0","0","0","0","0","0","0","2","1","1","15","10","5","4","14","28","0.25","0.412844","45","43","2","6","0.346154","45","4","6","3","3","1","64","118","4","0","3","0","14","0","7","0","32","21","0","25","0","85","142","15","0","3","0","19","0","9","0","89","26","2","60","3","0","0","0","14","10","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","1"
"78586a99b6c23dc7f847838aaae6be70d6d7ca9b","io.netty.handler.codec.ByteToMessageCodec","0","0","0","0","0","0","0","0","2","1","1","15","9","5","4","14","28","0.25","0.412844","45","43","2","6","0.346154","45","4","6","3","3","1","64","118","4","0","3","0","14","0","7","0","33","21","0","25","0","85","142","15","0","3","0","19","0","9","0","92","26","2","60","3","0","0","0","14","10","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
"8c659331e38d1cc4a6dbcd30a9add7725f36ffcd","io.netty.handler.codec.spdy.SpdyOrHttpChooser","0","0","0","0","0","0","0","0","2","1","1","16","18","0","0","17","27","0.2","0.336538","35","30","1","4","0.315315","35","4","7","0","0","2","69","111","3","1","2","1","10","0","4","0","26","36","0","19","0","76","118","8","1","7","1","10","5","4","0","26","36","5","19","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1"
"2adebc4c54ae98565db8e2a3c02b2ffaa0c101fe","io.netty.handler.codec.spdy.SpdyOrHttpChooser","0","0","0","0","0","0","0","0","2","1","1","16","19","0","0","18","27","0.333333","0.346535","35","30","1","2","0.324074","35","4","7","0","0","2","66","110","3","1","2","1","9","0","2","0","26","35","0","18","0","73","117","8","1","7","1","9","5","2","0","26","35","5","18","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1"
"87ba8cb4b054c59bc699c21d48a7c2e8998f7e31","io.netty.handler.codec.spdy.SpdyOrHttpChooser","0","0","0","0","0","0","0","0","2","1","1","16","19","0","0","19","28","0.25","0.343137","35","30","1","3","0.321101","35","4","7","0","0","2","67","111","3","1","2","1","9","0","3","0","26","36","0","19","0","74","118","8","1","7","1","9","5","3","0","26","36","5","19","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1"
"81e2db10faaf0389f4e1af8c7132210946203157","io.netty.handler.codec.spdy.SpdyOrHttpChooser","0","0","0","0","0","0","0","0","2","1","1","16","20","0","0","19","28","0.333333","0.346535","35","30","1","2","0.324074","35","4","7","0","0","2","66","110","3","1","2","1","9","0","2","0","27","35","0","19","0","73","117","8","1","7","1","9","5","2","0","27","35","5","19","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"20d818ccec9670bea362273be44e1a4c486bcdbe","io.netty.handler.codec.http.DefaultFullHttpResponse","0","0","0","0","0","0","0","0","2","1","1","18","11","25","36","19","36","0.0555556","0.0319149","3","3","1","17","0.0319149","3","6","13","0","0","2","91","109","8","3","3","0","17","0","17","2","31","34","1","28","3","91","109","8","3","3","0","17","0","17","2","31","34","1","28","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0"
"20d818ccec9670bea362273be44e1a4c486bcdbe","io.netty.handler.codec.http.DefaultFullHttpRequest","0","0","0","0","0","0","0","0","2","1","1","19","11","21","37","21","39","0.0526316","0.030303","3","3","1","18","0.030303","3","6","13","0","0","2","96","114","9","4","3","0","18","0","18","3","34","36","1","31","4","96","114","9","4","3","0","18","0","18","3","34","36","1","31","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"dbad71366dae6e6d5eab4a8006e228551f1e981d","io.netty.handler.codec.http.multipart.InternalAttribute","0","0","0","0","0","0","0","0","2","1","1","19","3","1","2","2","14","0.0769231","0.0540541","4","4","1","12","0.0540541","4","1","1","0","0","1","70","81","1","3","1","3","12","0","12","1","12","29","0","12","1","70","81","1","3","1","3","12","0","12","1","12","29","0","12","1","0","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1"
"7467106630ad6b2522f7953c244546b91b107efe","io.netty.handler.codec.http2.Http2MultiplexCodecTest","0","0","0","0","0","0","0","0","2","1","1","20","42","0","0","77","95","0.25","0.0804196","23","16","4","12","0.0766667","23","0","0","0","0","0","263","354","4","0","4","0","18","0","15","1","18","192","0","15","1","277","368","5","0","4","0","21","0","18","1","60","197","0","54","1","0","0","0","6","72","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","4","0","0","0","1","4","0","0","0"
"a331c87a7ae6ef3fdefe0d22a3c8a8a03c57148d","io.netty.handler.codec.http.multipart.InternalAttribute","0","0","0","0","0","0","0","0","2","1","1","20","6","1","3","9","22","0.0714286","0.047619","4","4","1","13","0.047619","4","1","1","0","0","1","80","92","3","2","3","2","13","0","13","1","13","35","0","13","1","80","92","3","2","3","2","13","0","13","1","13","35","0","13","1","0","3","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0"
"74738fbd08eec71dc6c8dd801f79e7f2e3e7f366","io.netty.util.internal.PlatformDependent0","0","0","0","0","0","0","0","0","2","1","1","23","0","1","20","0","21","1","0.0266667","4","3","1","0","0.0266667","4","0","0","0","0","0","146","178","5","6","5","6","21","0","0","0","21","25","0","0","0","146","178","5","6","5","6","21","0","0","0","21","25","0","0","0","0","0","0","7","19","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0"
"e6ca9882a107c34cf6358c8d7a68561025f06016","io.netty.handler.codec.http.DefaultFullHttpResponse","0","0","0","0","0","0","0","0","2","1","1","25","11","35","49","19","41","0.0454545","0.139535","18","18","1","21","0.139535","18","6","13","0","0","2","111","149","10","3","3","0","22","0","21","2","41","39","1","37","3","111","149","10","3","3","0","22","0","21","2","41","39","1","37","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","1"
"fd9ca8bbb3bb5478aee79e633374abfbc9b6d6c3","io.netty.resolver.SimpleNameResolver","0","0","0","0","0","0","0","0","2","1","1","26","5","6","7","8","20","0.125","0.21875","28","24","1","7","0.21875","28","1","1","4","4","1","100","149","2","0","2","0","12","0","7","0","12","47","0","7","0","100","149","2","0","2","0","12","0","7","0","12","47","0","7","0","0","7","0","5","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","1","1","0","0","1"
"8271c8afccf7eb21bf6f994b5f3565f6d55bdee4","io.netty.handler.codec.dns.DnsResponseTest","0","0","0","0","0","0","0","0","2","1","1","3","11","0","0","16","18","0","0","0","0","0","3","0","0","0","0","0","0","0","70","75","3","0","3","0","2","1","2","0","2","16","1","2","0","70","75","3","0","3","0","2","1","2","0","2","16","1","2","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","2","2","0","0","0"
"530750d60669156d508041e3c99ce95111b7e81d","io.netty.handler.codec.dns.DnsResponseTest","0","0","0","0","0","0","0","0","2","1","1","3","11","0","0","18","20","0","0","0","0","0","3","0","0","0","0","0","0","0","50","55","3","0","3","0","2","1","2","0","2","18","1","2","0","50","55","3","0","3","0","2","1","2","0","2","18","1","2","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","2","2","0","0","1"
"ae9963a40cbf7714f3f30e0093ff41f2f200b6e8","io.netty.handler.codec.dns.DnsResponseTest","0","0","0","0","0","0","0","0","2","1","1","3","11","0","0","18","20","0","0","0","0","0","3","0","0","0","0","0","0","0","72","77","3","0","3","0","2","1","2","0","2","18","1","2","0","72","77","3","0","3","0","2","1","2","0","2","18","1","2","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","2","2","0","0","0"
"8dbf5d02e53a72c42467b8dc0a5e1482d5f49af4","io.netty.channel.epoll.EpollSocketRstTest","0","0","0","0","0","0","0","0","2","1","1","3","11","0","0","3","5","0","0","0","0","0","1","0","0","3","3","0","0","1","16","18","7","0","0","0","2","0","0","0","14","6","1","4","0","16","18","7","0","0","0","2","0","0","0","14","6","1","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63a02fc04e6ce45aee38b0437ae0279880e5fe40","io.netty.handler.codec.dns.DnsResponseTest","0","0","0","0","0","0","0","0","2","1","1","3","14","0","0","14","16","0","0","0","0","0","3","0","0","0","0","0","0","0","66","73","3","0","3","0","2","1","2","0","2","19","1","2","0","66","73","3","0","3","0","2","1","2","0","2","19","1","2","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0"
"1fefe9affb05c7ffe69c05551b2864e7454c76e7","io.netty.handler.codec.ByteToMessageCodecTest$1","0","0","0","0","0","0","0","0","2","1","1","3","3","0","0","3","5","0","0","0","0","0","1","0","0","5","7","0","0","1","12","13","4","0","0","0","2","0","0","0","32","3","0","25","0","12","13","4","0","0","0","2","0","0","0","32","3","0","25","0","0","0","0","2","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"20ef4690e74a7a5007468815f070a6c1f5074d0d","io.netty.testsuite.transport.socket.SocketAutoReadTest$TestHandler","0","0","0","0","0","0","0","0","2","1","1","3","3","3","0","2","4","0","0","0","0","0","3","0","0","3","4","2","2","1","15","17","3","0","1","0","2","0","2","0","14","4","0","14","0","15","17","3","0","1","0","2","0","2","0","14","4","0","14","0","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"ecc01da9ddf18790ac96019710ccaed50133607c","io.netty.handler.ssl.SslHandlerTest","0","0","0","0","0","0","0","0","2","1","1","3","4","0","0","6","8","0","0.148148","4","0","0","3","0.148148","4","0","0","0","0","0","23","35","0","0","0","0","2","0","2","0","2","13","0","2","0","23","35","0","0","0","0","2","0","2","0","2","13","0","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"298e7af6473f359cf7b608e7f9dcbe6526f792dd","io.netty.channel.PendingWriteQueueTest$5","0","0","0","0","0","0","0","0","2","1","1","3","5","0","0","4","6","0","0.25","6","0","0","3","0.25","6","3","4","0","0","1","18","29","1","0","0","0","2","0","2","0","13","9","0","13","0","18","29","1","0","0","0","2","0","2","0","13","9","0","13","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"f10f8a31318a2e408b979de6a8ed49caa615d86a","io.netty.buffer.PoolArenaTest","0","0","0","0","0","0","0","0","2","1","1","3","7","0","0","14","16","0","0.241379","14","0","0","3","0.241379","14","0","0","0","0","0","44","57","0","0","0","0","2","0","2","0","2","27","0","2","0","44","57","0","0","0","0","2","0","2","0","2","27","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"fdfe3149ba3f68678fa7f73c574c7c61aa33fa2f","io.netty.resolver.SimpleNameResolver","0","0","0","0","0","0","0","0","2","1","1","32","6","6","9","9","26","0.0833333","0.208092","36","28","1","11","0.208092","36","1","1","4","4","1","137","201","2","0","2","0","17","0","11","0","17","64","0","11","0","137","201","2","0","2","0","17","0","11","0","17","64","0","11","0","0","2","0","10","6","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","3","2","0","0","0"
"beb75f0a04617faf19d80c9d42bea38c0ee7b22d","io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController","0","0","0","0","0","0","0","0","2","1","1","34","19","9","53","28","48","0.230769","0.291667","56","31","3","10","0.28314","220","2","2","0","0","1","136","242","7","0","7","0","20","0","12","0","20","61","0","12","0","557","891","25","0","25","0","90","0","22","0","108","253","0","32","0","0","0","0","2","67","0","0","0","0","0","0","56","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","2","0","0","0","0","1"
"f7c83c8565a695e226cac118fb353e161c90a7ea","io.netty.handler.codec.compression.ZlibCodecFactory","0","0","0","0","0","0","0","0","2","1","1","35","10","14","20","20","31","0.0909091","0.0434783","4","3","1","10","0.0434783","4","0","0","0","0","0","88","104","5","0","5","0","11","0","10","0","11","30","0","10","0","88","104","5","0","5","0","11","0","10","0","11","30","0","10","0","0","0","0","0","13","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"8b123a554608aa677d1fe30af47776bf6197cd2c","io.netty.handler.codec.compression.ZlibCodecFactory","0","0","0","0","0","0","0","0","2","1","1","35","10","14","20","20","31","0.0909091","0.043956","4","3","1","10","0.043956","4","0","0","0","0","0","87","103","5","0","5","0","11","0","10","0","11","30","0","10","0","87","103","5","0","5","0","11","0","10","0","11","30","0","10","0","0","0","0","0","13","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1"
"2adebc4c54ae98565db8e2a3c02b2ffaa0c101fe","io.netty.buffer.DuplicatedByteBuf","0","0","0","0","0","0","0","0","2","1","1","36","4","4","3","40","75","0.0277778","0.0290698","5","5","1","35","0.0252525","5","4","5","0","0","1","167","207","10","21","2","10","35","0","35","10","143","53","0","138","19","193","239","10","21","2","10","41","0","41","10","149","59","0","144","19","0","0","0","0","6","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"3482651e0c29edfa02f189751c704ebe4fe8f54c","io.netty.util.internal.DefaultPriorityQueue$PriorityQueueIterator","0","0","0","0","0","0","0","0","2","1","1","4","1","1","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","18","22","1","0","1","0","3","0","3","0","3","5","0","3","0","18","22","1","0","1","0","3","0","3","0","3","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31b319a5dc531d8c02c400d312ab9e85e90e614b","org.jboss.netty.channel.socket.http.HttpTunnelServerChannel$TunnelCreator","0","0","0","0","0","0","0","0","2","1","1","4","13","1","1","9","12","0.333333","0.0967742","3","3","1","2","0.0967742","3","1","1","0","0","1","28","31","0","0","0","0","3","0","2","0","3","9","0","2","0","28","31","0","0","0","0","3","0","2","0","3","9","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"56462ef91a6481c2926dbebadebc114c08a81a8b","org.jboss.netty.channel.socket.http.HttpTunnelServerChannel$TunnelCreator","0","0","0","0","0","0","0","0","2","1","1","4","13","1","1","9","12","0.333333","0.0967742","3","3","1","2","0.0967742","3","1","1","0","0","1","28","31","0","0","0","0","3","0","2","0","3","9","0","2","0","28","31","0","0","0","0","3","0","2","0","3","9","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"fc1429c00c6a365e37363091a3ee14291bb8f010","io.netty.handler.stream.ChunkedWriteHandlerTest$3","0","0","0","0","0","0","0","0","2","1","1","4","2","0","0","0","3","0","0.0526316","1","0","0","4","0.0526316","1","1","1","0","0","1","18","22","1","0","1","0","3","0","3","0","3","5","0","3","0","18","22","1","0","1","0","3","0","3","0","3","5","0","3","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1"
"ba6ce5449ee852b782dde9a11933f6a09b123e22","io.netty.handler.codec.DefaultHeaders$HeaderIterator","0","0","0","0","0","0","0","0","2","1","1","4","2","1","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","19","24","1","0","1","0","3","0","3","0","3","6","0","3","0","19","24","1","0","1","0","3","0","3","0","3","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"f755e584638e20a4ae62466dd4b7a14954650348","io.netty.handler.codec.DefaultHeaders$HeaderIterator","0","0","0","0","0","0","0","0","2","1","1","4","2","1","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","19","24","1","0","1","0","3","0","3","0","3","6","0","3","0","19","24","1","0","1","0","3","0","3","0","3","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77b4ec7e1bc0b8c6111728cc074226dd9cfe1b73","io.netty.channel.ChannelOption","0","0","0","0","0","0","0","0","2","1","1","4","2","48","4","2","5","1","0.276923","18","18","3","0","0.276923","18","1","1","3","3","1","47","69","31","0","28","0","3","27","2","0","11","4","27","9","0","47","69","31","0","28","0","3","27","2","0","11","4","27","9","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2"
"d2032254b7b29aca620223c672ffa244171898b5","io.netty.channel.ChannelOption","0","0","0","0","0","0","0","0","2","1","1","4","2","48","4","2","5","1","0.328767","24","24","3","0","0.328767","24","1","1","3","3","1","49","78","32","0","29","0","3","28","2","0","11","4","28","9","0","49","78","32","0","29","0","3","28","2","0","11","4","28","9","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"573b54a93d45553e1726bcab54f0e325ae9f0bde","io.netty.channel.ChannelOption","0","0","0","0","0","0","0","0","2","1","1","4","2","51","4","2","5","1","0.347826","24","24","3","0","0.347826","24","1","1","3","3","1","45","73","30","0","27","0","3","26","2","0","11","4","26","9","0","45","73","30","0","27","0","3","26","2","0","11","4","26","9","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"b533a1361bbbc457c974ca365f8293ec27ffda1c","io.netty.channel.ChannelOption","0","0","0","0","0","0","0","0","2","1","1","4","2","52","21","2","5","0.666667","0.318182","21","21","2","1","0.3","21","2","2","0","0","1","45","70","29","0","27","0","3","26","2","0","10","4","26","8","0","49","74","31","0","27","0","4","26","2","0","12","5","26","9","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"8c135cdd55cbc399a66af34e38b3a2b9349b4f7c","io.netty.resolver.DefaultNameResolver","0","0","0","0","0","0","0","0","2","1","1","4","3","1","1","3","6","0.5","0.166667","4","4","1","1","0.166667","4","2","2","0","0","1","20","23","2","0","0","0","3","0","1","0","13","5","0","8","0","20","23","2","0","0","0","3","0","1","0","13","5","0","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"74627483d7bdcae3130b2ba173e08ec5f2658377","io.netty.handler.codec.http2.DataCompressionHttp2Test$6","0","0","0","0","0","0","0","0","2","1","1","4","4","0","0","1","3","0","0","0","0","0","3","0","0","2","2","0","0","1","12","12","0","0","0","0","2","0","2","0","12","3","0","12","0","12","12","0","0","0","0","2","0","2","0","12","3","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39997814bfa3ea70d5f63a7c9bacdf34c962d823","io.netty.handler.ssl.SslHandlerTest$1$2","0","0","0","0","0","0","0","0","2","1","1","4","5","0","0","2","4","0","0","0","0","0","3","0","0","3","4","0","0","1","15","16","1","0","0","0","2","0","2","0","14","5","0","14","0","15","16","1","0","0","0","2","0","2","0","14","5","0","14","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"fc1429c00c6a365e37363091a3ee14291bb8f010","io.netty.handler.stream.ChunkedWriteHandlerTest$1","0","0","0","0","0","0","0","0","2","1","1","4","5","0","0","4","7","0","0.05","1","0","0","4","0.05","1","1","1","0","0","1","19","23","2","0","2","0","3","0","3","0","3","5","0","3","0","19","23","2","0","2","0","3","0","3","0","3","5","0","3","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1"
"2304913341ef3f239e5509a46921a5c65bbbe360","io.netty.channel.DefaultChannelPipeline$DiscardingChannelSink","0","0","0","0","0","0","0","0","2","1","1","4","6","0","0","2","5","0","0","0","0","0","3","0","0","1","1","0","0","1","15","17","0","0","0","0","3","0","2","0","3","3","0","2","0","15","17","0","0","0","0","3","0","2","0","3","3","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2"
"689c47980b5bfa5db654d7de33d4a38cd0acb8d1","io.netty.channel.DefaultChannelPipeline$DiscardingChannelSink","0","0","0","0","0","0","0","0","2","1","1","4","6","0","0","2","5","0","0","0","0","0","3","0","0","1","1","0","0","1","15","17","0","0","0","0","3","0","2","0","3","3","0","2","0","15","17","0","0","0","0","3","0","2","0","3","3","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2"
"67d3a78123fa3faa85c1a150bd4ee69425079b3d","io.netty.handler.codec.http2.DefaultHttp2HeadersDecoder$Http2HeaderTableDecoder","0","0","0","0","0","0","0","0","2","1","1","4","6","1","0","3","5","0.333333","0.15","3","3","1","2","0.15","3","1","2","0","0","2","17","18","1","0","0","0","2","0","2","0","6","6","0","6","0","17","18","1","0","0","0","2","0","2","0","6","6","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
